loss,accuracy
2.14375901222229,0.30017998814582825
1.558464527130127,0.43248000741004944
1.3991682529449463,0.4917199909687042
1.297025203704834,0.5296400189399719
1.2235581874847412,0.558459997177124
1.1713008880615234,0.5812000036239624
1.129555106163025,0.59579998254776
1.0925922393798828,0.6115999817848206
1.0659576654434204,0.6218199729919434
1.034939169883728,0.6301199793815613
1.0133066177368164,0.6396399736404419
0.9821581840515137,0.6517400145530701
0.967829167842865,0.6563199758529663
0.9436517357826233,0.6669999957084656
0.926251232624054,0.6730599999427795
0.9049370288848877,0.6804800033569336
0.8904655575752258,0.6861000061035156
0.8754100203514099,0.6916999816894531
0.8618834614753723,0.6967399716377258
0.8444747924804688,0.7015600204467773
0.8351303935050964,0.7036399841308594
0.821282684803009,0.710319995880127
0.8073333501815796,0.7163400053977966
0.7989954948425293,0.7200199961662292
0.7846551537513733,0.7246000170707703
0.7759802937507629,0.7241799831390381
0.7655080556869507,0.732200026512146
0.7578064799308777,0.7332199811935425
0.7445940375328064,0.7380200028419495
0.7363683581352234,0.7402999997138977
0.7236577272415161,0.7466199994087219
0.7218592762947083,0.7452800273895264
0.7092927098274231,0.7503799796104431
0.7024449706077576,0.7542399764060974
0.6943859457969666,0.7563400268554688
0.69134521484375,0.7592399716377258
0.6851025223731995,0.7580000162124634
0.6789199709892273,0.763260006904602
0.6705763339996338,0.7646399736404419
0.6674595475196838,0.7653999924659729
0.6560946702957153,0.7712600231170654
0.6509523391723633,0.7714200019836426
0.6467410922050476,0.7725399732589722
0.6337128281593323,0.7771400213241577
0.6277188062667847,0.7810199856758118
0.6237056255340576,0.7824400067329407
0.6190415620803833,0.7824000120162964
0.6116992235183716,0.7867799997329712
0.6083518266677856,0.78684002161026
0.6040108799934387,0.7897800207138062
0.5976754426956177,0.7917600274085999
0.592134416103363,0.7941399812698364
0.5889879465103149,0.7950000166893005
0.583935022354126,0.7960000038146973
0.5809780955314636,0.7977200150489807
0.5729613900184631,0.7982199788093567
0.5727007985115051,0.7981600165367126
0.564578652381897,0.8033999800682068
0.5607731938362122,0.803600013256073
0.554351270198822,0.8073199987411499
0.547705352306366,0.8084999918937683
0.5493096709251404,0.8071600198745728
0.545444905757904,0.8100200295448303
0.5404849648475647,0.8105199933052063
0.5354795455932617,0.8129799962043762
0.5298183560371399,0.815500020980835
0.5258889198303223,0.8163599967956543
0.5153818726539612,0.8195400238037109
0.516176164150238,0.8212599754333496
0.5096918940544128,0.8222399950027466
0.5072356462478638,0.822160005569458
0.5032622814178467,0.8260599970817566
0.5013077855110168,0.8248999714851379
0.4923437237739563,0.8283600211143494
0.4902086853981018,0.8301200270652771
0.48969191312789917,0.8301799893379211
0.4868692457675934,0.8302199840545654
0.47944122552871704,0.8321999907493591
0.48172229528427124,0.8329200148582458
0.4778907001018524,0.8336799740791321
0.46703675389289856,0.8369200229644775
0.46908894181251526,0.8363400101661682
0.4652769863605499,0.8390600085258484
0.4608768820762634,0.8407999873161316
0.45333901047706604,0.842739999294281
0.4497021436691284,0.8422999978065491
0.4503462016582489,0.8440399765968323
0.44417327642440796,0.8446199893951416
0.4417440593242645,0.8469799757003784
0.4451195299625397,0.8443400263786316
0.4343596398830414,0.8492799997329712
0.4315117597579956,0.8517199754714966
0.43172186613082886,0.8485400080680847
0.42798253893852234,0.8522999882698059
0.422121524810791,0.8535799980163574
0.42247286438941956,0.8529199957847595
0.41507402062416077,0.8553599715232849
0.4145870804786682,0.8557000160217285
0.41168737411499023,0.8555200099945068
0.4114009439945221,0.8556399941444397
0.4078293740749359,0.8580600023269653
0.4069881737232208,0.858959972858429
0.397982656955719,0.8601599931716919
0.3942641317844391,0.8623999953269958
0.39797282218933105,0.8595399856567383
0.3904741704463959,0.8652799725532532
0.3874410092830658,0.8643800020217896
0.38967806100845337,0.8637999892234802
0.3839247226715088,0.8661999702453613
0.3799069821834564,0.8665800094604492
0.37788766622543335,0.8690800070762634
0.3764808475971222,0.8675000071525574
0.37464162707328796,0.8691200017929077
0.3693811297416687,0.8689200282096863
0.36645227670669556,0.8717600107192993
0.3659335970878601,0.8715800046920776
0.36577335000038147,0.8715599775314331
0.3607240915298462,0.8735399842262268
0.3635671138763428,0.8730199933052063
0.3551270067691803,0.8754199743270874
0.35714948177337646,0.8743199706077576
0.35223856568336487,0.876800000667572
0.35453733801841736,0.8750399947166443
0.3453451097011566,0.8791999816894531
0.34635546803474426,0.8787199854850769
0.34417521953582764,0.8788599967956543
0.34345340728759766,0.8791800141334534
0.3356637954711914,0.8831200003623962
0.34096524119377136,0.8815799951553345
0.334196537733078,0.8824800252914429
0.33349332213401794,0.8827199935913086
0.330353707075119,0.8843799829483032
0.3289363384246826,0.8849599957466125
0.32518401741981506,0.88646000623703
0.32544928789138794,0.885699987411499
0.3188367187976837,0.8879200220108032
0.31748342514038086,0.8881400227546692
0.3218506872653961,0.8873599767684937
0.3174426257610321,0.8872399926185608
0.3156081736087799,0.889240026473999
0.31415292620658875,0.8897799849510193
0.31118637323379517,0.8907399773597717
0.30870258808135986,0.8906800150871277
0.3114352226257324,0.8896200060844421
0.30444392561912537,0.892579972743988
0.30170977115631104,0.8948799967765808
0.2994583547115326,0.8952599763870239
0.29989495873451233,0.8951399922370911
0.29262590408325195,0.8971800208091736
0.2941823899745941,0.8965799808502197
0.29372552037239075,0.8969799876213074
0.2946217954158783,0.8956400156021118
0.2907837927341461,0.8958399891853333
0.28905320167541504,0.8996000289916992
0.2853665351867676,0.9002599716186523
0.28529831767082214,0.8989599943161011
0.2858783006668091,0.8992800116539001
0.28472739458084106,0.8991600275039673
0.2806365191936493,0.9024199843406677
0.27731725573539734,0.9014000296592712
0.2795450687408447,0.9013800024986267
0.27729126811027527,0.9011399745941162
0.27152103185653687,0.9041200280189514
0.27295440435409546,0.9043800234794617
0.27303943037986755,0.9046199917793274
0.2716052532196045,0.9047200083732605
0.2693636417388916,0.906059980392456
0.2696344554424286,0.9055399894714355
0.26787108182907104,0.9056000113487244
0.2653401494026184,0.9071400165557861
0.2582170069217682,0.9096800088882446
0.2591548562049866,0.9082599878311157
0.2587813138961792,0.9085599780082703
0.25511282682418823,0.9093999862670898
0.2543579638004303,0.910260021686554
0.2545560300350189,0.9102200269699097
0.25359493494033813,0.9096400141716003
0.255384236574173,0.9091200232505798
0.251800537109375,0.9119399785995483
0.24586670100688934,0.9134200215339661
0.24334831535816193,0.9129800200462341
0.2504786252975464,0.9117000102996826
0.24476701021194458,0.9124199748039246
0.24451228976249695,0.9134200215339661
0.24487486481666565,0.9130200147628784
0.23957209289073944,0.9150599837303162
0.24101339280605316,0.9148799777030945
0.2355678528547287,0.9156399965286255
0.23563098907470703,0.9176599979400635
0.23918293416500092,0.9140999913215637
0.23180586099624634,0.918179988861084
0.23726142942905426,0.9158200025558472
0.23939113318920135,0.914680004119873
0.2394392043352127,0.9160599708557129
0.23287755250930786,0.9176200032234192
0.2330852746963501,0.9177799820899963
0.22865697741508484,0.9196799993515015
0.2267727106809616,0.9205999970436096
0.2252972424030304,0.9209399819374084
0.22534741461277008,0.9206200242042542
0.225997194647789,0.9206200242042542
0.2260185182094574,0.9210000038146973
0.22405968606472015,0.9209200143814087
0.22586742043495178,0.921019971370697
0.21727725863456726,0.9228799939155579
0.21664100885391235,0.9232400059700012
0.2178271859884262,0.9231600165367126
0.21687985956668854,0.922760009765625
0.21382184326648712,0.9248600006103516
0.21351222693920135,0.9232400059700012
0.21033687889575958,0.9262800216674805
0.21176695823669434,0.9257000088691711
0.20888759195804596,0.9256799817085266
0.20973025262355804,0.924340009689331
0.21075722575187683,0.9254000186920166
0.20970258116722107,0.9257199764251709
0.20836099982261658,0.9262400269508362
0.21085409820079803,0.9247999787330627
0.2077419012784958,0.9272199869155884
0.20486831665039062,0.9267200231552124
0.19998900592327118,0.9288399815559387
0.20298832654953003,0.9274799823760986
0.19926807284355164,0.9290599822998047
0.20191380381584167,0.9293000102043152
0.20089460909366608,0.9285200238227844
0.1997940093278885,0.9294599890708923
0.1989993304014206,0.9290199875831604
0.19739729166030884,0.9299200177192688
0.19688282907009125,0.930840015411377
0.19637328386306763,0.9302999973297119
0.20142172276973724,0.9297000169754028
0.19482716917991638,0.9309200048446655
0.1919468492269516,0.9322800040245056
0.19211964309215546,0.9316200017929077
0.19892609119415283,0.9296799898147583
0.1935044527053833,0.9312999844551086
0.1857040375471115,0.933459997177124
0.1875949651002884,0.9341199994087219
0.1935434639453888,0.9310399889945984
0.18553996086120605,0.9342799782752991
0.18946005403995514,0.9333199858665466
0.1860494762659073,0.9351400136947632
0.1877741813659668,0.9322999715805054
0.18258722126483917,0.9357799887657166
0.185810387134552,0.9345800280570984
0.1840944141149521,0.9345800280570984
0.18206050992012024,0.9353200197219849
0.17994919419288635,0.9358400106430054
0.18151862919330597,0.9342799782752991
0.1797938495874405,0.9353399872779846
0.18078996241092682,0.9357200264930725
0.17930631339550018,0.9366599917411804
0.18101783096790314,0.936460018157959
0.1769658625125885,0.9369199872016907
0.18091543018817902,0.9349600076675415
0.1763596534729004,0.9373199939727783
0.17747490108013153,0.9368000030517578
0.16930347681045532,0.9397799968719482
0.17283113300800323,0.938979983329773
0.17312975227832794,0.9385200142860413
0.17282995581626892,0.9396200180053711
0.1736949384212494,0.9387800097465515
0.17281095683574677,0.9386799931526184
0.17090201377868652,0.939079999923706
0.17011447250843048,0.9387400150299072
0.16817037761211395,0.9401400089263916
0.17295797169208527,0.9392600059509277
0.16559745371341705,0.9419400095939636
0.16820882260799408,0.940280020236969
0.1664184033870697,0.9417200088500977
0.16581059992313385,0.9416599869728088
0.1655903160572052,0.9414600133895874
0.1668746918439865,0.9409800171852112
0.16698452830314636,0.9412000179290771
0.1659117043018341,0.942359983921051
0.16081811487674713,0.9426400065422058
0.16000765562057495,0.942799985408783
0.16286428272724152,0.9427000284194946
0.1652979701757431,0.942579984664917
0.1614016592502594,0.9427199959754944
0.16206862032413483,0.942520022392273
0.15919160842895508,0.9436399936676025
0.16279621422290802,0.9430000185966492
0.16020731627941132,0.9431599974632263
0.1528681218624115,0.9459400177001953
0.1566469967365265,0.9449999928474426
0.15683726966381073,0.9439799785614014
0.16078871488571167,0.9434000253677368
0.15670736134052277,0.944320023059845
0.15546397864818573,0.9440600275993347
0.15136632323265076,0.9462800025939941
0.1519324779510498,0.9462400078773499
0.1528983861207962,0.9467399716377258
0.1533631980419159,0.9456999897956848
0.1528622806072235,0.9459800124168396
0.1511620432138443,0.9470599889755249
0.15260708332061768,0.9468200206756592
0.15636059641838074,0.9454399943351746
0.15459305047988892,0.9459199905395508
0.15186601877212524,0.9468200206756592
